ID_Cabang,Nama_Cabang,Alamat,Kota_Kabupaten,Provinsi,Rating,Jumlah_Review,Telepon,Status_IMB,Sewa_Mulai,Sewa_Berakhir,Sisa_Hari_Sewa,Status_Sertifikat_Halal,Halal_Exp,Tingkat_Sengketa,Deskripsi_Sengketa,Tanggal_Update,URL_Maps
GCN-0266,"Mie Gacoan waingapu, sumba timur","Alamat: Jl. Gajah Mada No.6, Hambala, Kec. Kota Waingapu, Kabupaten Sumba Timur, Nusa Tenggara Tim.",Kota Waingapu,Nusa Tenggara Barat,4.8,,,Approved,2024-01-08,2027-06-12,445,Tersertifikasi,2027-11-12,Low,Tidak Ada Sengketa,2026-03-24,"https://www.google.com/maps/place/Mie+Gacoan+waingapu,+sumba+timur/data=!4m7!3m6!1s0x2c4c9b005b7f643f:0x6a045a9625b06af6!8m2!3d-9.6529343!4d120.2576602!16s%2Fg%2F11yyn2jzwg!19sChIJP2R_WwCbTCwR9mqwJZZaBGo?authuser=0&hl=id&rclk=1"
GCN-0114,Mie Gacoan Jakarta - Bendungan Hilir,"Alamat: Jl. Bendungan Hilir No.9 Blok G2, RT.11/RW.3, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210",Kota Jakarta Pusat,DKI Jakarta,4.7,,Telepon: 0896-7824-9296,In Progress,2023-04-06,2027-06-13,446,Tersertifikasi,2027-05-16,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Jakarta+-+Bendungan+Hilir/data=!4m7!3m6!1s0x2e69f7007560a451:0x8e1589e35c6dc2a7!8m2!3d-6.2087512!4d106.8116808!16s%2Fg%2F11w9bfkg9r!19sChIJUaRgdQD3aS4Rp8JtXOOJFY4?authuser=0&hl=id&rclk=1
GCN-0260,Mie Gacoan Negara,"Alamat: Jl. Hasanudin, Dauhwaru, Kec. Jembrana, Kabupaten Jembrana, Bali 82218",,Bali,4.6,,,Approved,2022-09-16,2027-06-14,447,Dalam Proses,2027-05-01,High (Eskalasi),Perlu Keputusan Direksi,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Negara/data=!4m7!3m6!1s0x2dd163111dfa29b5:0x68beb8580223199e!8m2!3d-8.3592079!4d114.6352885!16s%2Fg%2F11sqk4r86y!19sChIJtSn6HRFj0S0RnhkjAli4vmg?authuser=0&hl=id&rclk=1
GCN-0321,Mie Gacoan Tomohon - Talete Satu,"Alamat: 8RHQ+7CX, Jl. Raya Tomohon, Talete Satu, Kec. Tomohon Tengah, Kota Tomohon, Sulawesi Utara 95441",Kota Tomohon,Sulawesi Utara,4.8,,,Approved,2022-09-26,2027-06-17,450,Tersertifikasi,2026-09-20,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Tomohon+-+Talete+Satu/data=!4m7!3m6!1s0x32876d002302d88d:0x62e87dec53ae250!8m2!3d1.3282259!4d124.8386111!16s%2Fg%2F11yqcyjyw2!19sChIJjdgCIwBthzIRUOI6xd6HLgY?authuser=0&hl=id&rclk=1
GCN-0087,Mie Gacoan Juragan,"Alamat: Depan gerbang KDA, seberang Uniba, Belian, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29433",Kota Batam,Kepulauan Riau,5.0,,Telepon: 0822-8784-8422,Approved,2026-01-01,2027-06-17,450,Dalam Proses,2027-07-09,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Juragan/data=!4m7!3m6!1s0x31d98951cf4d2fc3:0x7edb5957afc06e21!8m2!3d1.106173!4d104.083278!16s%2Fg%2F11vx4wq62l!19sChIJwy9Nz1GJ2TERIW7Ar1dZ234?authuser=0&hl=id&rclk=1
GCN-0333,Mie Gacoan Mamuju,"Alamat: 8V8C+M3V, Jl. Poros Majene - Mamuju, Simboro, Kec. Simboro Dan Kepulauan, Kabupaten Mamuju, Sulawesi Barat 91512",Kabupaten Mamuju,Sulawesi Tengah,4.8,,,Approved,2026-04-19,2027-06-23,456,Tersertifikasi,2027-11-29,High (Eskalasi),Perlu Keputusan Direksi,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Mamuju/data=!4m7!3m6!1s0x2d92d9000115b0db:0x5ed146f505ca3936!8m2!3d-2.6831817!4d118.8702273!16s%2Fg%2F11lzxwz3b_!19sChIJ27AVAQDZki0RNjnKBfVG0V4?authuser=0&hl=id&rclk=1
GCN-0129,Mie Gacoan pangandaran,"Alamat: Jl. Merdeka, Pananjung, Kec. Pangandaran, Kab. Pangandaran, Jawa Barat 46396",Kabupaten Pangandaran,Jawa Barat,4.9,,Telepon: 0895-3415-47955,Approved,2024-01-02,2027-06-25,458,Tersertifikasi,2026-06-22,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+pangandaran/data=!4m7!3m6!1s0x2e659967a7108b6d:0xc9f4080c1ab9027a!8m2!3d-7.6826528!4d108.6493936!16s%2Fg%2F11xtwf2yvw!19sChIJbYsQp2eZZS4RegK5GgwI9Mk?authuser=0&hl=id&rclk=1
GCN-0349,Mie Gacoan Alauddin,"Alamat: Jl. Sultan Alauddin No.7, Mangasa, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90221",Kota Makassar,Sulawesi Tengah,4.8,,,Approved,2025-12-10,2027-06-29,462,Tersertifikasi,2026-12-02,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Alauddin/data=!4m7!3m6!1s0x2dbee3005cf4351d:0xf1b3c50b8df59143!8m2!3d-5.1833521!4d119.4403204!16s%2Fg%2F11w2c5s7n8!19sChIJHTX0XADjvi0RQ5H1jQvFs_E?authuser=0&hl=id&rclk=1
GCN-0032,Mie Gacoan Padang - Khatib,"Alamat: Jl. Khatib Sulaiman No.68, Ulak Karang Sel., Kec. Padang Utara, Kota Padang, Sumatera Barat 25173",Kota Padang,Sumatra Barat,4.6,,,In Progress,2024-03-28,2027-06-30,463,Tersertifikasi,2028-01-21,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Padang+-+Khatib/data=!4m7!3m6!1s0x2fd4b9005ef5bb9d:0xfa1df441b1ba8a38!8m2!3d-0.9131717!4d100.3579241!16s%2Fg%2F11vr1_qk3k!19sChIJnbv1XgC51C8ROIq6sUH0Hfo?authuser=0&hl=id&rclk=1
GCN-0032,Mie Gacoan Padang - Khatib,"Alamat: Jl. Khatib Sulaiman No.68, Ulak Karang Sel., Kec. Padang Utara, Kota Padang, Sumatera Barat 25173",Kota Padang,Sumatra Barat,4.6,,,In Progress,2024-03-28,2027-06-30,463,Tersertifikasi,2028-01-21,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Padang+-+Khatib/data=!4m7!3m6!1s0x2fd4b9005ef5bb9d:0xfa1df441b1ba8a38!8m2!3d-0.9131717!4d100.3579241!16s%2Fg%2F11vr1_qk3k!19sChIJnbv1XgC51C8ROIq6sUH0Hfo?authuser=0&hl=id&rclk=1
GCN-0088,Mie Gacoan Mendalo,"Alamat: 9GV9+6CW, Mendalo Darat, Kec. Jambi Luar Kota, Kabupaten Muaro Jambi, Jambi 36657",Kabupaten Muaro Jambi,Jambi,4.8,,Telepon: 0896-2666-2901,Approved,2022-11-10,2027-07-03,466,Tersertifikasi,2027-08-07,High (Eskalasi),Gugatan Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Mendalo/data=!4m7!3m6!1s0x2e2f630045f9a13d:0x104e334e7e8b5e71!8m2!3d-1.606889!4d103.518722!16s%2Fg%2F11yyd0g9cv!19sChIJPaH5RQBjLy4RcV6Lfk4zThA?authuser=0&hl=id&rclk=1
GCN-0213,Mie Gacoan 2 Pekalongan,"Alamat: Jl. Imam Bonjol No.55, Pabean, Kec. Pekalongan Utara, Kota Pekalongan, Jawa Tengah 51146",Kota Pekalongan,Jawa Timur,4.6,,Telepon: 0857-0138-9267,Approved,2023-09-10,2027-07-09,472,Belum Tersertifikasi,2027-12-28,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+2+Pekalongan/data=!4m7!3m6!1s0x2e70250067ad5777:0x40fdfbd25a46943!8m2!3d-6.8859061!4d109.669298!16s%2Fg%2F11vy46q0cg!19sChIJd1etZwAlcC4RQ2mkJb3fDwQ?authuser=0&hl=id&rclk=1
GCN-0293,Mie Gacoan - Tanah bumbu,"Alamat: Makmur Jaya, Kec. Satui, Kabupaten Tanah Bumbu, Kalimantan Selatan 72276",Kabupaten Tanah Bumbu,Kalimantan Tengah,4.9,,,Approved,2022-09-18,2027-07-13,476,Tersertifikasi,2027-10-24,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+-+Tanah+bumbu/data=!4m7!3m6!1s0x2de63b0007a153f3:0xce14113cd09d32c3!8m2!3d-3.7796248!4d115.3962952!16s%2Fg%2F11yp7rfz1k!19sChIJ81OhBwA75i0RwzKd0DwRFM4?authuser=0&hl=id&rclk=1
GCN-0274,Mie Gacoan - Ambengan,"Alamat: Jl. Ambengan No.51, Pacar Keling, Kec. Genteng, Surabaya, Jawa Timur 60272",,Nusa Tenggara Barat,4.5,,,Approved,2022-09-05,2027-07-16,479,Dalam Proses,2028-01-09,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+-+Ambengan/data=!4m7!3m6!1s0x2dd7f99dc5eb54a5:0xa3b192295a982276!8m2!3d-7.2557399!4d112.7492619!16s%2Fg%2F11t_v8mgn2!19sChIJpVTrxZ351y0RdiKYWimSsaM?authuser=0&hl=id&rclk=1
GCN-0131,Mie Gacoan Bandung - Setiabudi,"Alamat: Sadu Jl. Dr. Setiabudi No.191B, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40154",Kota Bandung,Jawa Barat,4.5,,Telepon: 0895-6344-75557,Approved,2024-10-20,2027-07-18,481,Belum Tersertifikasi,2027-10-13,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Bandung+-+Setiabudi/data=!4m7!3m6!1s0x2e68e7d44f91ef2b:0xc4288bd98ca9f9de!8m2!3d-6.8660733!4d107.5935501!16s%2Fg%2F11r2jbyx_n!19sChIJK--RT9TnaC4R3vmpjNmLKMQ?authuser=0&hl=id&rclk=1
GCN-0196,Mie Gacoan Lamongan,"Alamat: Jl. Panglima Sudirman No.108, Banjar Anyar, Banjarmendalan, Kec. Lamongan, Kabupaten Lamongan, Jawa Timur 62212",Kabupaten Lamongan,Jawa Timur,4.8,,Telepon: 0895-3446-60985,Approved,2024-02-20,2027-07-19,482,Tersertifikasi,2027-04-05,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Lamongan/data=!4m7!3m6!1s0x2e77f15e50ccdef5:0xe2aa7edca9d50c2c!8m2!3d-7.1143918!4d112.426089!16s%2Fg%2F11vlq6rst3!19sChIJ9d7MUF7xdy4RLAzVqdx-quI?authuser=0&hl=id&rclk=1
GCN-0023,Mie Gacoan Tembung,"Alamat: Jl. Besar Tembung No.32, Hutan, Kec. Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara 20225",Kabupaten Deli Serdang,Sumatra Utara,4.8,,,Approved,2026-03-26,2027-07-22,485,Belum Tersertifikasi,2027-07-22,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Tembung/data=!4m7!3m6!1s0x30313100626973f1:0x78dc53067ba28a8f!8m2!3d3.5967324!4d98.7434069!16s%2Fg%2F11lcrl2jtk!19sChIJ8XNpYgAxMTARj4qiewZT3Hg?authuser=0&hl=id&rclk=1
GCN-0103,Mie Gacoan Proklamator Bandar Jaya,"Alamat: 3677+44P, Jl. Proklamator Raya, Bandar Jaya Bar., Kec. Terbanggi Besar, Kabupaten Lampung Tengah, Lampung 34163",Kabupaten Lampung Tengah,Sumatra Selatan,4.7,,,Approved,2024-11-04,2027-07-24,487,Tersertifikasi,2027-07-18,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Proklamator+Bandar+Jaya/data=!4m7!3m6!1s0x2e40a9004e6b96fb:0xd3622858fe3ed9a5!8m2!3d-4.9373178!4d105.2129028!16s%2Fg%2F11w3rprqsk!19sChIJ-5ZrTgCpQC4Rpdk-_lgoYtM?authuser=0&hl=id&rclk=1
GCN-0208,Mie Gacoan,"Alamat: Jl. Jakarta No.16, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113",Kota Malang,Jawa Timur,4.5,,Telepon: 0822-3361-6163,Approved,2024-10-18,2027-07-27,490,Tersertifikasi,2026-06-20,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan/data=!4m7!3m6!1s0x2dd6296dc886eb2b:0x9155f320e6f9cc0c!8m2!3d-7.9628152!4d112.6236545!16s%2Fg%2F11v02w5rcb!19sChIJK-uGyG0p1i0RDMz55iDzVZE?authuser=0&hl=id&rclk=1
GCN-0280,Mie Gacoan Kupang - Lalamentik,"Alamat: Jl. W.J. Lalamentik, Fatululi, Kec. Oebobo, Kota Kupang, Nusa Tenggara Tim.",Kota Kupang,Nusa Tenggara Timur,4.7,,,Bermasalah,2026-01-29,2027-08-01,495,Tersertifikasi,2028-02-29,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Kupang+-+Lalamentik/data=!4m7!3m6!1s0x2c5683002c3a936f:0x6b1c1cb2b90ef102!8m2!3d-10.1748156!4d123.6181376!16s%2Fg%2F11w2myk7vm!19sChIJb5M6LACDViwRAvEOubIcHGs?authuser=0&hl=id&rclk=1
GCN-0258,Mie Gacoan Gatsu Barat,"Alamat: Jl. Gatot Subroto Barat No.338, Dauh Puri Kaja, Kec. Denpasar Utara, Kota Denpasar, Bali 80233",Kota Denpasar,Bali,4.4,,,Approved,2025-05-20,2027-08-02,496,Belum Tersertifikasi,2026-12-23,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Gatsu+Barat/data=!4m7!3m6!1s0x2dd23fde2e80b387:0xdd072364b555746b!8m2!3d-8.6357166!4d115.2177315!16s%2Fg%2F11fsklpkpy!19sChIJh7OALt4_0i0Ra3RVtWQjB90?authuser=0&hl=id&rclk=1
GCN-0014,Mie Gacoan Marelan Raya,"Alamat: Jl. Marelan Raya, Tanah Enam Ratus, Kec. Medan Marelan, Kota Medan, Sumatera Utara 20245",Kota Medan,Aceh,4.7,,Telepon: 0897-9192-129,Approved,2025-03-15,2027-08-02,496,Belum Tersertifikasi,2027-11-02,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Marelan+Raya/data=!4m7!3m6!1s0x30312d66f021994d:0x8daa4659e299370f!8m2!3d3.6828994!4d98.6560249!16s%2Fg%2F11s8b8njc0!19sChIJTZkh8GYtMTARDzeZ4llGqo0?authuser=0&hl=id&rclk=1
GCN-0267,Mie Gacoan Singkawang Diponegoro,"Alamat: Jl. P. Diponegoro, RT.051/RW.016, Pasiran, Kec. Singkawang Bar., Kota Singkawang, Kalimantan Barat 79123",Kota Singkawang,Nusa Tenggara Barat,4.8,,,In Progress,2025-09-02,2027-08-05,499,Tersertifikasi,2027-05-17,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Singkawang+Diponegoro/data=!4m7!3m6!1s0x31e3730054766b63:0x3099f017668192a9!8m2!3d0.8971736!4d108.9787819!16s%2Fg%2F11x1pl1bjl!19sChIJY2t2VABz4zERqZKBZhfwmTA?authuser=0&hl=id&rclk=1
GCN-0285,Mie Gacoan Tambun Bungai - Kapuas,"Alamat: Jl. Tambun Bungai No.17b, RT.01, Dalam, Kec. Selat, Kabupaten Kapuas, Kalimantan Tengah 73514",Kabupaten Kapuas,Kalimantan Tengah,4.9,,,Approved,2026-01-21,2027-08-07,501,Tersertifikasi,2027-11-13,Medium,Negosiasi Berjalan,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Tambun+Bungai+-+Kapuas/data=!4m7!3m6!1s0x2de46f005ae8239d:0x8a0162e9ef4202c5!8m2!3d-3.0029559!4d114.3910099!16s%2Fg%2F11ynphvq7d!19sChIJnSPoWgBv5C0RxQJC7-liAYo?authuser=0&hl=id&rclk=1
GCN-0021,Mie Gacoan Medan Krakatau,"Alamat: Jl. Gunung Krakatau No.159-161, Glugur Darat I, Kec. Medan Tim., Kota Medan, Sumatera Utara 20238",Kota Medan,Sumatra Utara,4.8,,,In Progress,2024-07-06,2027-08-10,504,Dalam Proses,2027-10-19,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Medan+Krakatau/data=!4m7!3m6!1s0x303131003ee805b1:0x1c17d09128278b9d!8m2!3d3.6187904!4d98.680566!16s%2Fg%2F11y84fr4t4!19sChIJsQXoPgAxMTARnYsnKJHQFxw?authuser=0&hl=id&rclk=1
GCN-0061,Mie Gacoan & Tekwan,"Alamat: Wonosari, Kec. Prabumulih Utara, Kota Prabumulih, Sumatera Selatan",Kota Prabumulih,Sumatra Barat,,,,Approved,2025-02-24,2027-08-12,506,Belum Tersertifikasi,2027-11-26,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+%26+Tekwan/data=!4m7!3m6!1s0x2e3a32557f99b81f:0x5054c0060a8aca33!8m2!3d-3.4346558!4d104.2394519!16s%2Fg%2F11y7xgpnch!19sChIJH7iZf1UyOi4RM8qKCgbAVFA?authuser=0&hl=id&rclk=1
GCN-0288,Mie Gacoan Sampit,"Alamat: FW5X+7V2, Jl. H.M. Arsyad, Mentawa Baru Hulu, Kec. Mentawa Baru Ketapang, Kabupaten Kotawaringin Timur, Kalimantan Tengah 74311",Kabupaten Kotawaringin Timur,Kalimantan Tengah,4.8,,,Approved,2024-11-08,2027-08-22,516,Tersertifikasi,2026-07-05,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Sampit/data=!4m7!3m6!1s0x2de2bf007fc5e663:0xfb3dfe55687d4331!8m2!3d-2.5418659!4d112.9496321!16s%2Fg%2F11lywtqj1h!19sChIJY-bFfwC_4i0RMUN9aFX-Pfs?authuser=0&hl=id&rclk=1
GCN-0312,Mie Gacoan Samarinda - Kesejahteraan,"Alamat: Jl. D.I. Panjaitan, Mugirejo, Kec. Sungai Pinang, Kota Samarinda, Kalimantan Timur 75243",Kota Samarinda,Kalimantan Timur,4.8,,,Approved,2025-07-29,2027-08-27,521,Belum Tersertifikasi,2027-06-18,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Samarinda+-+Kesejahteraan/data=!4m7!3m6!1s0x2df5d70015f89a81:0xa74f92ae93df7a!8m2!3d-0.460275!4d117.1875124!16s%2Fg%2F11xtz7w1tv!19sChIJgZr4FQDX9S0Ret-TrpJPpwA?authuser=0&hl=id&rclk=1
GCN-0323,Mie Gacoan Kotamobagu Adampe Dolot,"Alamat: P7JX+JXX, Molinow, Kec. Kotamobagu Bar., Kota Kotamobagu, Sulawesi Utara 95716",Kota Kotamobagu,Sulawesi Utara,4.8,,Telepon: 0822-3303-7296,Approved,2023-10-31,2027-08-31,525,Tersertifikasi,2026-09-10,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Kotamobagu+Adampe+Dolot/data=!4m7!3m6!1s0x327e3d0032706091:0xc065a3edb4825c7c!8m2!3d0.7315996!4d124.2999085!16s%2Fg%2F11ygp3vyhv!19sChIJkWBwMgA9fjIRfFyCtO2jZcA?authuser=0&hl=id&rclk=1
GCN-0236,Mie Gacoan & Jebew,"Alamat: FFR8+MF5, Pasar, Pojok, Kec. Kwadungan, Kabupaten Ngawi, Jawa Timur",Kabupaten Ngawi,Jawa Timur,5.0,,,Approved,2025-04-30,2027-08-31,525,Dalam Proses,2028-02-04,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+%26+Jebew/data=!4m7!3m6!1s0x2e79eb001e145661:0x4facf61bd981bb7!8m2!3d-7.5083683!4d111.46622!16s%2Fg%2F11ygsh_k37!19sChIJYVYUHgDreS4RtxuYvWHP-gQ?authuser=0&hl=id&rclk=1
GCN-0228,Mie Gacoan Sidoarjo - Trosobo Citra Harmoni,"Alamat: JMG2+W76, Jl. Raya Beringin Kulon, Bringin Kulon, Bringinbendo, Kec. Taman, Kabupaten Sidoarjo, Jawa Timur 61257",Kabupaten Sidoarjo,Jawa Timur,4.8,,,Approved,2026-05-17,2027-08-31,525,Tersertifikasi,2027-07-11,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Sidoarjo+-+Trosobo+Citra+Harmoni/data=!4m7!3m6!1s0x2dd7e38bbd10f2b1:0xaff7ee2d46d624e0!8m2!3d-7.372706!4d112.6506319!16s%2Fg%2F11vc5mj494!19sChIJsfIQvYvj1y0R4CTWRi3u968?authuser=0&hl=id&rclk=1
GCN-0018,Mie Gacoan Tanjung Morawa,"Alamat: Jl. Tj. Morawa No.9, Bandar Labuhan, Kec. Tj. Morawa, Kabupaten Deli Serdang, Sumatera Utara 20365",Kabupaten Deli Serdang,Sumatra Utara,4.8,,Telepon: 0895-3209-14733,Approved,2022-11-05,2027-09-01,526,Tersertifikasi,2027-11-27,High (Eskalasi),Perlu Keputusan Direksi,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Tanjung+Morawa/data=!4m7!3m6!1s0x303139a03d57181b:0x93af898d4979fecd!8m2!3d3.5222631!4d98.7898537!16s%2Fg%2F11yshj70mt!19sChIJGxhXPaA5MTARzf55SY2Jr5M?authuser=0&hl=id&rclk=1
GCN-0257,Mie Gacoan Batubulan,"Alamat: Jl. Raya Batubulan, Batubulan, Kec. Sukawati, Kabupaten Gianyar, Bali",Kabupaten Gianyar,Bali,4.3,,Telepon: 0877-9065-2287,Approved,2025-08-17,2027-09-02,527,Tersertifikasi,2028-02-26,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Batubulan/data=!4m7!3m6!1s0x2dd23f20e4ceee83:0xf5324a8e19d4fb9!8m2!3d-8.6264637!4d115.258119!16s%2Fg%2F11qn6bcg2k!19sChIJg-7O5CA_0i0RuU-d4agkUw8?authuser=0&hl=id&rclk=1
GCN-0181,Mie Gacoan - Ahmad Yani,"Alamat: Jl. Ahmad Yani No.174, Gayungan, Kec. Gayungan, Surabaya, Jawa Timur 60235",,Jawa Timur,4.8,,Telepon: 0895-1439-6192,Approved,2023-01-09,2027-09-03,528,Tersertifikasi,2026-05-23,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+-+Ahmad+Yani/data=!4m7!3m6!1s0x2dd7fb2991dc0d9f:0xc85143b5f8e337e8!8m2!3d-7.3307664!4d112.7302612!16s%2Fg%2F11svdl614c!19sChIJnw3ckSn71y0R6Dfj-LVDUcg?authuser=0&hl=id&rclk=1
GCN-0200,Mie Gacoan Gresik - Panglima Sudirman,"Alamat: Jl. Panglima Sudirman No.161, Kramatandap, Gapurosukolilo, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61111",Kabupaten Gresik,Jawa Timur,4.8,,,Approved,2024-06-14,2027-09-05,530,Tersertifikasi,2028-01-10,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Gresik+-+Panglima+Sudirman/data=!4m7!3m6!1s0x2dd8017a83b639e1:0x773ff0e6dcd63379!8m2!3d-7.1689739!4d112.6546273!16s%2Fg%2F11s3bzb_dg!19sChIJ4Tm2g3oB2C0ReTPW3ObwP3c?authuser=0&hl=id&rclk=1
GCN-0290,Mie Gacoan Banjarmasin Ahmad Yani,"Alamat: Jl. A. Yani No.8, RT.14/RW.02, Sungai Baru, Kec. Banjarmasin Tengah, Kota Banjarmasin, Kalimantan Selatan 70236",Kota Banjarmasin,Kalimantan Tengah,4.9,,Telepon: 0822-3303-7306,Approved,2024-10-27,2027-09-05,530,Tersertifikasi,2027-03-12,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Banjarmasin+Ahmad+Yani/data=!4m7!3m6!1s0x2de423006ed2325f:0x2417e31cb7b4b82!8m2!3d-3.3264618!4d114.6057487!16s%2Fg%2F11xnmxhkt0!19sChIJXzLSbgAj5C0Rgkt7yzF-QQI?authuser=0&hl=id&rclk=1
GCN-0137,Mie Gacoan Bandung - Taman Kopo Indah,"Alamat: Jalan Blok Sukalanter, Mekar Rahayu, Kec. Margaasih, Kabupaten Bandung, Jawa Barat 40218",Kabupaten Bandung,Jawa Barat,4.6,,,Approved,2024-11-21,2027-09-11,536,Tersertifikasi,2026-12-13,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Bandung+-+Taman+Kopo+Indah/data=!4m7!3m6!1s0x2e68ef871597dd8f:0x1f47d451c3bdcd90!8m2!3d-6.9634458!4d107.5616241!16s%2Fg%2F11trhxyl05!19sChIJj92XFYfvaC4RkM29w1HURx8?authuser=0&hl=id&rclk=1
GCN-0122,Mie Gacoan Jakarta - Tomang Raya,"Alamat: Jl. Tomang Raya No.46c, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",Kota Jakarta Barat,DKI Jakarta,4.7,,Telepon: 0896-9954-4015,Approved,2023-04-25,2027-09-12,537,Tersertifikasi,2027-04-28,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Jakarta+-+Tomang+Raya/data=!4m7!3m6!1s0x2e69f70046dd7a2d:0x83d44d13899bd97!8m2!3d-6.1759346!4d106.8022617!16s%2Fg%2F11wmy0hpmt!19sChIJLXrdRgD3aS4Rl72ZONFEPQg?authuser=0&hl=id&rclk=1
GCN-0212,Mie Gacoan - Manyar Kertoarjo 3,"Alamat: Jl. Manyar Kertoarjo III No.109, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60285",,Jawa Timur,4.8,,,Bermasalah,2023-05-07,2027-09-27,552,Dalam Proses,2027-04-29,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+-+Manyar+Kertoarjo+3/data=!4m7!3m6!1s0x2dd7fb18849c3e0d:0xf4cb0433dfff1944!8m2!3d-7.2811088!4d112.7716328!16s%2Fg%2F11stq4l6_j!19sChIJDT6chBj71y0RRBn_3zMEy_Q?authuser=0&hl=id&rclk=1
GCN-0340,Mie Gacoan - Watu Watu,"Alamat: 2GMP+FQ3, Jl. Ir. H. Alala, Watu-Watu, Kec. Kendari Bar., Kota Kendari, Sulawesi Tenggara",Kota Kendari,Sulawesi Tengah,5.0,,,Approved,2023-10-21,2027-09-29,554,Belum Tersertifikasi,2027-02-27,High (Eskalasi),Perlu Keputusan Direksi,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+-+Watu+Watu/data=!4m7!3m6!1s0x2d98f3007ce2407d:0x6469308ad7d58feb!8m2!3d-3.9663534!4d122.5369186!16s%2Fg%2F11xrk_qwzp!19sChIJfUDifADzmC0R64_V14owaWQ?authuser=0&hl=id&rclk=1
